timestamp,asset_id,latitude,longitude,inventory_level,shipment_status,temperature,humidity,traffic_status,waiting_time,user_transaction_amount,user_purchase_frequency,logistics_delay_reason,asset_utilization,demand_forecast,logistics_delay,month,dow,hour
2024-12-02 08:32:47,Truck_8,5.9179,74.8254,425,delayed,19.3,51.1,Heavy,39,235,9,mechanical failure,88.3,242,1,12,0,8
2024-02-12 06:23:27,Truck_7,49.3929,-47.5805,369,delivered,26.3,52.1,Detour,48,104,7,nan,66.7,220,0,2,0,6
2024-04-24 06:17:22,Truck_10,80.3158,70.765,223,delayed,24.0,60.2,Heavy,45,292,6,weather,78.4,205,1,4,2,6
2024-12-06 19:05:13,Truck_2,-19.8847,42.5062,200,delivered,28.1,72.1,Detour,28,129,9,nan,74.3,134,0,12,4,19
2024-04-30 11:53:17,Truck_9,5.4555,-147.5455,466,in transit,26.1,72.1,Detour,54,475,9,mechanical failure,83.4,222,0,4,1,11
2024-09-19 22:53:51,Truck_8,-19.2577,66.744,474,in transit,27.7,71.2,Heavy,50,311,3,mechanical failure,91.6,266,1,9,3,22
2024-12-22 15:08:14,Truck_6,-79.0792,-16.3423,490,delivered,23.1,75.2,Heavy,14,460,7,nan,87.8,261,1,12,6,15
2024-08-15 05:45:04,Truck_5,-1.6787,3.2441,126,delivered,29.6,67.6,Detour,19,201,9,weather,84.1,255,0,8,3,5
2024-03-16 11:17:42,Truck_7,-8.2431,-12.4959,164,in transit,18.2,76.4,Clear,45,466,7,nan,98.1,196,0,3,5,11
2024-12-28 11:40:55,Truck_2,-30.0701,135.6396,477,delayed,19.2,79.4,Clear,12,310,5,mechanical failure,63.7,129,1,12,5,11
2024-02-04 18:55:58,Truck_5,61.8444,107.4835,245,in transit,24.2,56.9,Detour,39,379,2,traffic,66.4,183,0,2,6,18
2024-07-09 02:12:54,Truck_5,40.784,77.2346,172,delayed,25.2,67.6,Clear,40,274,7,weather,66.3,170,1,7,1,2
2024-12-01 23:54:16,Truck_7,-68.3515,158.251,206,delayed,20.7,77.5,Clear,15,308,2,mechanical failure,63.9,209,1,12,6,23
2024-06-22 13:26:02,Truck_6,-33.8378,73.3221,310,in transit,18.7,54.7,Clear,52,232,9,traffic,72.6,113,0,6,5,13
2024-07-27 15:50:46,Truck_2,69.6609,38.4464,225,delivered,19.0,63.0,Heavy,17,282,6,weather,99.6,265,1,7,5,15
2024-09-05 14:12:00,Truck_3,20.8843,1.3947,303,delayed,20.7,70.6,Clear,47,143,10,nan,98.1,123,1,9,3,14
2024-11-11 22:09:53,Truck_1,-14.8081,-177.3003,237,delayed,20.7,78.3,Heavy,35,491,2,nan,80.7,189,1,11,0,22
2024-05-01 22:26:11,Truck_6,0.0414,-130.6505,172,delivered,18.2,79.9,Clear,46,258,3,mechanical failure,60.1,154,0,5,2,22
2024-07-26 20:19:01,Truck_9,-79.9146,-3.8554,214,in transit,21.7,77.0,Heavy,47,187,10,nan,97.4,175,1,7,4,20
2024-08-09 01:16:43,Truck_3,76.4465,173.1493,330,delayed,24.0,52.9,Heavy,14,425,1,mechanical failure,89.8,289,1,8,4,1
2024-01-29 21:04:08,Truck_5,-15.6005,-92.1974,130,delivered,18.1,78.3,Heavy,39,424,9,traffic,92.3,143,1,1,0,21
2024-03-23 12:47:34,Truck_2,67.396,170.1537,364,delayed,26.9,67.8,Clear,55,467,7,weather,95.2,128,1,3,5,12
2024-10-17 13:22:31,Truck_8,33.6179,-67.2758,430,delayed,26.4,68.4,Heavy,16,277,8,nan,71.9,137,1,10,3,13
2024-07-11 07:07:27,Truck_8,-50.8174,-40.3409,187,in transit,18.6,67.7,Clear,12,375,5,nan,85.4,140,0,7,3,7
2024-12-11 16:57:48,Truck_5,50.2709,125.6915,323,delayed,28.3,61.2,Detour,52,139,4,weather,72.4,127,1,12,2,16
2024-01-10 01:05:25,Truck_9,-73.8211,3.187,386,delivered,26.6,78.2,Detour,19,456,7,traffic,87.6,290,0,1,2,1
2024-06-17 07:59:24,Truck_9,79.1172,178.4934,422,delayed,19.6,53.3,Heavy,40,205,5,weather,86.1,242,1,6,0,7
2024-06-25 01:52:28,Truck_9,27.4253,90.1386,433,delayed,24.0,77.8,Clear,37,173,9,weather,89.6,143,1,6,1,1
2024-04-17 20:13:18,Truck_9,67.9086,-140.0283,318,delivered,26.0,77.4,Clear,19,314,2,nan,70.2,250,0,4,2,20
2024-10-09 18:26:11,Truck_9,-72.8958,129.8921,176,in transit,22.6,73.3,Heavy,37,154,4,mechanical failure,91.4,169,1,10,2,18
2024-11-27 17:17:47,Truck_4,-58.6802,-62.7474,125,delayed,23.4,57.6,Heavy,23,191,2,traffic,72.0,241,1,11,2,17
2024-06-12 02:49:27,Truck_6,64.0395,-151.7045,336,in transit,27.4,58.9,Detour,49,100,10,weather,70.7,236,0,6,2,2
2024-11-02 21:19:46,Truck_7,-24.1402,-168.6013,244,delivered,21.3,73.8,Heavy,39,229,7,nan,98.1,197,1,11,5,21
2024-02-29 15:12:54,Truck_4,72.8574,179.01,391,in transit,20.5,71.2,Detour,12,112,7,nan,78.3,267,0,2,3,15
2024-03-17 23:47:15,Truck_6,7.3575,86.6442,425,delivered,24.2,54.6,Detour,32,193,3,weather,69.9,260,0,3,6,23
2024-11-25 10:39:09,Truck_5,68.9594,-123.5048,403,in transit,26.9,60.6,Clear,50,418,1,traffic,67.8,182,0,11,0,10
2024-07-04 18:22:32,Truck_4,14.9079,50.1606,438,delayed,26.5,69.3,Heavy,34,378,5,weather,88.7,256,1,7,3,18
2024-03-19 05:23:55,Truck_1,66.2353,10.8345,339,in transit,26.8,64.5,Detour,24,235,6,traffic,69.3,212,0,3,1,5
2024-03-20 01:25:23,Truck_9,70.1899,-65.6792,203,in transit,18.0,68.9,Heavy,19,370,3,traffic,74.4,254,1,3,2,1
2024-07-18 11:16:58,Truck_4,51.4539,-20.8253,313,delivered,23.6,65.2,Clear,49,137,6,nan,100.0,122,0,7,3,11
2024-08-10 08:40:26,Truck_2,-39.88,55.1792,261,delivered,27.1,67.3,Detour,35,496,2,weather,71.3,264,0,8,5,8
2024-02-20 08:11:14,Truck_8,-17.2355,-130.6915,179,in transit,28.5,51.0,Detour,12,354,3,weather,92.8,225,0,2,1,8
2024-12-18 02:23:25,Truck_6,-44.2576,-86.5073,442,in transit,18.3,50.3,Clear,56,469,2,nan,96.3,192,0,12,2,2
2024-08-20 16:18:37,Truck_5,19.9257,116.0526,291,delivered,28.5,54.6,Heavy,14,316,7,nan,77.5,288,1,8,1,16
2024-11-06 07:40:41,Truck_5,-47.2094,15.6324,348,delivered,28.2,68.3,Clear,22,415,4,traffic,67.4,204,0,11,2,7
2024-12-14 15:09:01,Truck_6,-58.4249,-57.6609,454,in transit,23.7,51.9,Clear,51,232,7,weather,78.7,172,0,12,5,15
2024-01-15 12:01:25,Truck_1,-20.0696,-73.2689,486,delivered,29.1,78.4,Clear,21,158,7,nan,62.6,243,0,1,0,12
2024-05-18 10:00:52,Truck_10,-36.8549,164.7618,483,in transit,29.2,65.0,Heavy,57,167,8,mechanical failure,96.8,245,1,5,5,10
2024-11-17 02:02:28,Truck_4,-86.6609,-128.0354,472,delivered,23.5,72.0,Clear,59,485,3,weather,67.2,248,0,11,6,2
2024-08-22 20:11:57,Truck_5,-53.3732,-99.637,186,in transit,18.9,70.5,Clear,38,344,1,traffic,95.6,252,0,8,3,20
2024-09-12 08:00:47,Truck_6,-58.7963,-150.4122,366,in transit,22.8,66.7,Clear,39,219,7,traffic,91.0,211,0,9,3,8
2024-08-09 21:54:31,Truck_5,-46.1616,-46.6401,359,delivered,23.0,71.7,Detour,50,486,10,traffic,64.0,169,0,8,4,21
2024-04-19 02:50:29,Truck_7,33.8716,36.8753,422,delayed,26.5,75.0,Heavy,39,100,6,nan,67.2,127,1,4,4,2
2024-09-30 11:18:34,Truck_6,35.7136,-23.1356,209,in transit,24.9,76.8,Clear,51,214,2,mechanical failure,86.5,156,0,9,0,11
2024-03-22 16:43:42,Truck_5,36.3858,-107.3894,324,delayed,20.7,77.5,Heavy,39,387,1,nan,69.1,138,1,3,4,16
2024-10-15 04:02:56,Truck_7,26.6125,25.4788,199,in transit,27.4,57.1,Heavy,28,383,6,nan,61.9,105,1,10,1,4
2024-12-18 19:01:30,Truck_5,-84.8915,57.5714,213,delayed,27.7,58.1,Clear,41,267,7,mechanical failure,60.9,254,1,12,2,19
2024-06-09 17:12:12,Truck_4,-49.6846,-63.2892,257,delayed,23.1,59.1,Clear,56,451,3,weather,93.8,248,1,6,6,17
2024-10-30 02:01:46,Truck_5,14.7474,-2.5245,475,in transit,22.2,79.4,Detour,25,268,3,weather,60.3,151,0,10,2,2
2024-06-23 03:05:18,Truck_7,-8.6011,-63.1274,377,in transit,22.7,75.5,Clear,59,445,7,nan,99.1,272,0,6,6,3
2024-08-19 17:13:42,Truck_2,67.2149,117.9203,456,delayed,26.4,51.4,Heavy,23,100,1,weather,94.2,105,1,8,0,17
2024-04-30 12:39:49,Truck_1,-11.3392,-69.3395,106,delayed,18.3,65.9,Heavy,53,244,2,traffic,99.5,125,1,4,1,12
2024-12-15 03:53:36,Truck_10,26.3763,157.0905,234,delayed,29.1,65.3,Clear,19,432,3,weather,92.7,214,1,12,6,3
2024-03-21 14:56:42,Truck_8,-13.469,75.3408,390,delayed,19.5,79.2,Heavy,26,366,4,mechanical failure,69.4,217,1,3,3,14
2024-09-27 18:08:16,Truck_4,-11.2424,-4.5638,203,delivered,20.4,78.3,Detour,21,187,5,nan,87.9,262,0,9,4,18
2024-11-17 08:35:02,Truck_6,62.6559,18.8474,297,delayed,23.1,59.4,Detour,29,268,10,traffic,71.2,151,1,11,6,8
2024-05-03 03:34:28,Truck_9,60.8032,-179.5906,238,in transit,25.0,75.8,Heavy,26,330,9,weather,99.2,165,1,5,4,3
2024-03-05 00:54:47,Truck_4,-10.0451,79.8956,126,delivered,28.2,54.5,Detour,35,320,4,mechanical failure,93.7,136,0,3,1,0
2024-01-14 09:22:40,Truck_2,17.6483,114.2638,455,delivered,22.9,79.6,Detour,51,410,9,weather,84.9,233,0,1,6,9
2024-02-17 21:06:05,Truck_4,-51.9233,-57.5858,220,delayed,29.4,52.4,Clear,18,468,9,mechanical failure,63.1,137,1,2,5,21
2024-07-06 11:17:28,Truck_5,22.3898,3.8948,403,in transit,22.5,62.5,Clear,38,225,3,weather,81.4,169,0,7,5,11
2024-05-10 22:14:19,Truck_10,86.3368,29.4478,448,delayed,23.4,59.9,Detour,41,120,10,weather,70.8,150,1,5,4,22
2024-12-23 18:56:11,Truck_5,-14.6662,-88.3674,168,in transit,22.4,57.9,Heavy,43,377,4,mechanical failure,71.1,140,1,12,0,18
2024-02-06 08:28:02,Truck_7,-71.9057,-41.4314,409,delivered,18.0,53.5,Heavy,47,153,9,nan,74.1,117,1,2,1,8
2024-09-16 10:08:52,Truck_2,54.8888,7.4287,469,in transit,20.7,70.4,Clear,31,335,7,traffic,86.1,298,0,9,0,10
2024-01-26 12:56:30,Truck_5,-89.7915,85.8036,305,in transit,20.5,71.2,Detour,44,302,10,weather,71.9,141,0,1,4,12
2024-11-29 06:34:32,Truck_5,39.9088,71.9595,219,delayed,26.6,79.8,Heavy,46,245,1,nan,70.5,202,1,11,4,6
2024-06-02 19:16:49,Truck_8,30.7119,111.5767,167,delayed,23.8,71.6,Clear,55,416,8,traffic,60.7,263,1,6,6,19
2024-02-08 10:07:24,Truck_4,5.7076,-79.9256,100,delayed,24.1,50.9,Detour,39,340,4,nan,96.9,274,1,2,3,10
2024-08-17 07:05:15,Truck_9,69.0509,91.848,321,in transit,25.4,53.8,Clear,24,340,5,traffic,84.6,223,0,8,5,7
2024-01-27 04:09:11,Truck_7,52.7828,176.0671,244,delivered,23.6,64.9,Clear,24,145,4,mechanical failure,67.6,285,0,1,5,4
2024-12-13 00:55:11,Truck_9,42.967,146.1358,281,delivered,18.4,74.6,Detour,41,419,6,nan,69.1,242,0,12,4,0
2024-10-26 21:55:21,Truck_7,-11.9943,-126.8743,301,delivered,18.3,60.0,Detour,42,243,3,mechanical failure,99.0,273,0,10,5,21
2024-03-19 05:42:50,Truck_8,60.5903,-90.0415,437,in transit,25.5,73.2,Clear,59,310,2,nan,83.9,228,0,3,1,5
2024-10-23 14:15:25,Truck_7,-23.2982,143.8634,253,in transit,22.8,78.7,Clear,49,180,3,weather,74.0,296,0,10,2,14
2024-01-18 08:34:25,Truck_2,-34.2189,-36.6288,491,delivered,25.5,50.3,Heavy,18,111,1,weather,97.1,100,1,1,3,8
2024-11-15 11:42:39,Truck_3,19.545,73.0968,172,delayed,22.8,60.4,Detour,38,187,9,weather,83.3,106,1,11,4,11
2024-07-01 16:37:53,Truck_7,33.3351,-103.926,252,delayed,24.4,72.3,Detour,54,156,6,mechanical failure,86.8,225,1,7,0,16
2024-06-11 08:04:09,Truck_4,-63.2064,30.0818,118,delayed,21.8,52.1,Clear,19,421,8,mechanical failure,99.1,284,1,6,1,8
2024-07-03 15:08:44,Truck_4,83.2858,-66.1069,179,delayed,25.0,71.1,Detour,60,325,1,weather,66.8,226,1,7,2,15
2024-02-05 00:41:30,Truck_6,-23.2424,18.6206,119,delivered,25.9,77.7,Clear,38,189,7,weather,79.3,149,0,2,0,0
2024-03-12 03:54:06,Truck_5,-89.0793,130.3362,221,delayed,22.8,76.1,Detour,35,233,4,nan,61.5,281,1,3,1,3
2024-11-17 06:38:26,Truck_7,-11.2908,-105.2515,261,delayed,24.5,74.2,Detour,36,201,10,mechanical failure,67.0,226,1,11,6,6
2024-07-30 10:23:03,Truck_5,0.3773,-13.6838,226,delivered,25.4,73.7,Detour,46,138,8,traffic,75.5,298,0,7,1,10
2024-12-07 16:11:00,Truck_10,-7.77,163.5958,226,in transit,21.1,56.1,Heavy,50,160,5,nan,77.3,174,1,12,5,16
2024-03-15 17:54:08,Truck_7,-80.1222,-56.1497,415,in transit,25.3,54.4,Heavy,53,345,2,mechanical failure,87.4,181,1,3,4,17
2024-10-15 06:49:32,Truck_3,-84.8041,57.168,422,delivered,29.7,68.3,Heavy,45,246,1,weather,85.6,136,1,10,1,6
2024-08-27 06:52:35,Truck_8,-13.1475,-1.0702,413,delayed,23.4,67.1,Heavy,32,325,3,mechanical failure,93.3,109,1,8,1,6
2024-08-02 02:01:25,Truck_1,-87.5547,113.4629,269,in transit,25.2,57.7,Detour,20,247,2,weather,60.9,177,0,8,4,2
2024-11-27 18:48:54,Truck_4,72.9066,36.1965,489,delivered,25.7,50.1,Heavy,51,204,1,weather,65.1,184,1,11,2,18
2024-12-03 05:26:24,Truck_6,16.1951,-119.4492,426,in transit,28.8,56.2,Clear,30,145,3,traffic,81.2,220,0,12,1,5
2024-02-05 03:19:43,Truck_5,28.3461,-1.5547,457,delivered,27.9,78.6,Heavy,18,461,6,weather,69.1,137,1,2,0,3
2024-12-19 22:58:09,Truck_1,-35.5663,47.4028,270,delivered,21.7,53.6,Clear,15,499,8,mechanical failure,94.9,111,0,12,3,22
2024-11-23 08:44:11,Truck_7,-33.246,106.3248,267,in transit,29.8,79.8,Heavy,55,282,5,nan,90.5,173,1,11,5,8
2024-04-30 14:49:18,Truck_5,10.2059,98.618,381,delivered,24.4,50.1,Heavy,54,243,6,nan,61.5,278,1,4,1,14
2024-06-07 06:45:59,Truck_3,-6.2311,173.6264,402,delivered,27.0,74.2,Heavy,17,155,10,traffic,73.4,281,1,6,4,6
2024-11-24 04:49:31,Truck_4,-78.1094,-52.5435,331,delivered,20.4,66.1,Heavy,25,261,6,mechanical failure,77.7,264,1,11,6,4
2024-07-29 00:56:10,Truck_5,-70.3645,-128.8622,167,delivered,25.6,62.5,Detour,40,246,9,traffic,63.8,126,0,7,0,0
2024-06-01 20:00:16,Truck_4,18.1183,116.4939,187,delayed,23.3,71.7,Heavy,10,209,10,traffic,97.2,151,1,6,5,20
2024-07-18 12:19:20,Truck_10,20.2969,124.1885,298,in transit,18.6,74.4,Detour,41,248,1,nan,86.3,283,0,7,3,12
2024-12-16 11:48:34,Truck_6,-27.7387,19.6189,331,delayed,21.4,62.9,Detour,46,235,8,mechanical failure,62.6,298,1,12,0,11
2024-04-15 22:37:19,Truck_2,-31.1328,175.8453,180,delivered,27.2,52.9,Clear,29,390,8,mechanical failure,68.4,110,0,4,0,22
2024-04-05 10:29:17,Truck_10,24.8353,-83.7173,282,in transit,19.4,71.9,Clear,43,464,10,traffic,90.0,107,0,4,4,10
2024-12-20 12:26:19,Truck_4,-32.724,82.9577,363,delayed,27.0,70.9,Detour,52,482,6,weather,62.9,248,1,12,4,12
2024-07-02 03:07:27,Truck_3,72.122,89.9728,212,delivered,25.9,68.0,Heavy,32,312,6,mechanical failure,87.6,296,1,7,1,3
2024-01-28 04:43:23,Truck_1,-7.636,51.0615,317,in transit,23.9,69.5,Clear,59,447,1,weather,97.1,294,0,1,6,4
2024-01-14 20:39:14,Truck_2,-24.0118,111.4726,240,delivered,18.8,63.9,Detour,23,462,1,nan,61.2,276,0,1,6,20
2024-08-06 11:35:04,Truck_10,77.0042,-12.2919,427,delayed,20.3,57.3,Heavy,18,341,3,weather,85.7,189,1,8,1,11
2024-12-08 01:10:23,Truck_10,-38.6867,-19.9939,144,delayed,18.2,53.1,Clear,16,106,5,weather,69.4,214,1,12,6,1
2024-02-27 01:51:59,Truck_8,41.375,77.2949,280,in transit,25.5,74.2,Clear,46,447,2,traffic,65.3,236,0,2,1,1
2024-02-14 21:28:31,Truck_2,-68.4651,179.4433,182,delayed,20.3,59.8,Detour,30,288,7,nan,83.3,107,1,2,2,21
2024-03-21 11:48:25,Truck_3,-13.0063,0.5345,439,delayed,21.5,72.8,Heavy,30,101,10,mechanical failure,90.4,114,1,3,3,11
2024-10-16 22:56:13,Truck_2,41.3066,161.1462,174,delayed,27.2,77.9,Heavy,39,173,5,mechanical failure,91.1,262,1,10,2,22
2024-02-21 23:20:41,Truck_6,-23.1011,-54.5176,186,delayed,24.0,67.3,Detour,44,352,9,nan,85.7,262,1,2,2,23
2024-09-24 22:17:10,Truck_10,-17.6088,-41.4304,109,delivered,26.9,75.3,Detour,26,314,7,nan,93.3,176,0,9,1,22
2024-03-30 10:22:10,Truck_4,-72.4492,131.8524,483,in transit,21.9,71.9,Detour,59,226,10,mechanical failure,69.2,152,0,3,5,10
2024-12-15 07:37:03,Truck_2,27.3601,-105.0457,100,delayed,27.5,68.6,Clear,49,464,3,nan,61.7,149,1,12,6,7
2024-03-26 22:29:16,Truck_1,-86.5291,-36.5789,128,delivered,28.9,63.7,Clear,56,140,1,weather,72.8,127,0,3,1,22
2024-05-09 18:49:33,Truck_10,10.2078,36.857,100,in transit,21.9,72.1,Detour,22,413,1,weather,67.5,145,0,5,3,18
2024-11-19 09:57:01,Truck_6,-42.6759,-7.9818,468,delayed,28.6,65.1,Heavy,45,419,8,nan,76.1,119,1,11,1,9
2024-11-26 17:09:09,Truck_8,36.2494,143.1951,243,in transit,27.7,74.8,Detour,28,311,9,nan,97.5,272,0,11,1,17
2024-04-20 09:54:18,Truck_2,28.9964,151.6114,134,delayed,29.2,55.5,Detour,34,189,1,weather,87.8,270,1,4,5,9
2024-06-05 19:19:16,Truck_3,-22.1005,-38.8449,484,delivered,29.1,54.7,Detour,48,320,7,weather,84.6,118,0,6,2,19
2024-07-08 04:26:39,Truck_6,47.2803,32.1356,300,delivered,22.4,54.3,Heavy,23,323,5,weather,65.5,230,1,7,0,4
2024-04-01 03:56:41,Truck_10,-25.4692,-70.7603,396,delivered,21.9,67.4,Detour,24,238,3,weather,60.4,117,0,4,0,3
2024-02-11 04:52:58,Truck_4,20.1451,158.7402,135,delivered,26.8,79.1,Detour,57,173,7,mechanical failure,81.3,115,0,2,6,4
2024-08-23 00:05:52,Truck_8,-29.2726,149.6329,236,delivered,21.9,51.9,Detour,21,233,6,mechanical failure,72.0,115,0,8,4,0
2024-11-04 00:29:20,Truck_1,-82.3942,179.9237,294,delivered,27.6,79.7,Heavy,24,181,5,weather,88.2,191,1,11,0,0
2024-05-04 19:24:30,Truck_4,37.3932,53.447,209,delayed,29.4,57.8,Detour,34,319,4,mechanical failure,85.0,208,1,5,5,19
2024-11-13 04:19:12,Truck_4,-3.4094,-85.8774,378,delayed,28.2,70.2,Clear,60,490,9,traffic,66.8,166,1,11,2,4
2024-02-13 19:17:18,Truck_1,-60.2782,-7.5464,355,delayed,22.5,74.0,Clear,20,321,3,weather,90.6,252,1,2,1,19
2024-06-28 07:17:35,Truck_9,-1.8123,-156.207,474,delayed,29.2,66.1,Heavy,26,318,5,weather,96.2,110,1,6,4,7
2024-12-15 22:06:59,Truck_6,45.553,20.9015,218,delivered,19.5,67.9,Detour,27,257,10,mechanical failure,62.2,150,0,12,6,22
2024-06-30 14:22:40,Truck_2,-28.382,-47.8231,357,in transit,29.3,73.2,Clear,22,229,7,mechanical failure,94.3,131,0,6,6,14
2024-12-05 16:36:07,Truck_5,-71.0852,-12.9187,255,delayed,27.4,59.6,Clear,20,497,3,traffic,98.4,277,1,12,3,16
2024-06-13 13:04:28,Truck_2,-35.6424,-106.7595,415,delayed,22.2,65.8,Heavy,18,287,2,traffic,61.1,256,1,6,3,13
2024-03-17 08:20:11,Truck_9,-81.622,-152.0754,353,delivered,29.5,76.8,Heavy,41,421,8,nan,97.7,212,1,3,6,8
2024-09-21 03:09:39,Truck_8,-22.9111,-154.3594,260,in transit,23.8,58.4,Clear,49,266,7,mechanical failure,77.8,131,0,9,5,3
2024-02-20 20:52:03,Truck_4,-68.7937,-164.3866,447,delivered,21.1,75.6,Heavy,51,315,1,mechanical failure,64.7,186,1,2,1,20
2024-11-19 18:03:38,Truck_5,-25.5794,132.2662,483,delayed,26.6,50.0,Clear,51,466,6,mechanical failure,87.9,272,1,11,1,18
2024-11-07 16:16:40,Truck_10,49.0465,41.3428,363,delivered,28.6,75.2,Heavy,19,358,1,weather,77.4,272,1,11,3,16
2024-02-18 14:10:22,Truck_8,-81.6677,-40.8327,313,delayed,20.5,79.3,Detour,49,229,7,nan,98.5,126,1,2,6,14
2024-03-03 00:53:07,Truck_10,-69.6887,-34.4563,289,delivered,19.3,68.6,Clear,33,149,4,nan,74.3,220,0,3,6,0
2024-06-02 09:09:21,Truck_4,-49.1811,-94.1515,171,delivered,21.3,66.1,Clear,57,125,8,nan,98.9,249,0,6,6,9
2024-01-25 12:09:42,Truck_6,12.8172,76.1408,401,in transit,25.7,71.4,Clear,30,494,4,weather,81.1,175,0,1,3,12
2024-10-04 16:19:17,Truck_9,20.1146,19.7583,376,delivered,25.1,54.1,Clear,55,305,5,mechanical failure,83.2,158,0,10,4,16
2024-11-02 12:07:34,Truck_3,84.1317,-144.784,371,delayed,26.2,58.5,Heavy,46,168,10,traffic,69.5,162,1,11,5,12
2024-04-22 01:56:59,Truck_4,-53.9329,30.3236,496,in transit,23.4,71.6,Clear,15,451,3,weather,76.3,235,0,4,0,1
2024-04-15 22:28:46,Truck_2,31.8571,-83.1698,149,in transit,20.9,68.1,Detour,39,274,9,traffic,71.8,138,0,4,0,22
