timestamp,asset_id,latitude,longitude,inventory_level,temperature,humidity,traffic_status,waiting_time,user_transaction_amount,user_purchase_frequency,asset_utilization,demand_forecast,logistics_delay,month,dow,hour,is_weekend_delivery,is_peak_season,asset_delay_rate_30d,shipment_status_delivered,shipment_status_in transit,logistics_delay_reason_traffic,logistics_delay_reason_weather
2024-02-06 08:28:02,Truck_7,-71.9057,-41.4314,409,18.0,53.5,Heavy,47,153,9,74.1,117,1,2,1,8,0,0,0.6,True,False,False,False
2024-02-06 09:01:38,Truck_10,28.387,33.4827,113,23.0,73.4,Detour,50,309,8,71.7,293,0,2,1,9,0,0,0.6153846153846154,False,True,True,False
2024-02-07 04:52:21,Truck_6,19.5573,171.8697,426,23.6,58.0,Heavy,47,263,1,92.9,136,1,2,2,4,0,0,0.6,False,True,True,False
2024-02-07 19:45:50,Truck_3,-15.2991,-95.0112,259,27.0,79.7,Heavy,15,167,9,88.6,147,1,2,2,19,0,0,0.4,False,True,True,False
2024-02-08 10:07:24,Truck_4,5.7076,-79.9256,100,24.1,50.9,Detour,39,340,4,96.9,274,1,2,3,10,0,0,0.7777777777777778,False,False,False,False
2024-02-08 10:12:13,Truck_1,-86.701,-140.0339,412,23.8,71.6,Heavy,54,301,6,76.8,183,1,2,3,10,0,0,0.6153846153846154,False,False,False,True
2024-02-09 06:40:41,Truck_9,-68.5324,127.5394,181,22.9,70.3,Detour,49,441,7,94.7,168,0,2,4,6,0,0,0.36363636363636365,True,False,False,False
2024-02-09 21:00:56,Truck_10,-87.8115,97.0492,134,19.5,75.3,Clear,45,424,6,80.9,175,0,2,4,21,0,0,0.5714285714285714,True,False,False,True
2024-02-10 07:01:26,Truck_8,-27.0196,-24.081,410,29.8,76.2,Detour,52,152,2,76.6,149,0,2,5,7,1,0,0.6,False,True,False,False
2024-02-10 08:40:55,Truck_9,-25.4823,169.1921,282,21.8,63.6,Clear,43,370,7,69.4,251,1,2,5,8,1,0,0.3333333333333333,False,False,True,False
2024-02-11 04:52:58,Truck_4,20.1451,158.7402,135,26.8,79.1,Detour,57,173,7,81.3,115,0,2,6,4,1,0,0.8,True,False,False,False
2024-02-11 08:18:06,Truck_3,-43.1797,-64.4769,172,22.5,69.7,Heavy,55,216,9,72.1,106,1,2,6,8,1,0,0.45454545454545453,True,False,False,True
2024-02-11 10:31:50,Truck_10,-61.849,-123.7835,445,19.8,54.1,Clear,39,375,2,88.3,247,0,2,6,10,1,0,0.5333333333333333,True,False,False,True
2024-02-11 13:30:18,Truck_2,-34.4469,93.1585,119,28.1,72.4,Detour,41,176,2,60.9,238,0,2,6,13,1,0,0.5,False,True,False,False
2024-02-11 14:40:04,Truck_2,78.4324,125.0181,472,24.9,63.2,Detour,36,485,9,78.9,271,0,2,6,14,1,0,0.46153846153846156,True,False,False,False
2024-02-11 21:05:23,Truck_1,-80.2129,116.4288,438,25.0,65.2,Detour,49,421,3,82.4,273,0,2,6,21,1,0,0.6428571428571429,False,True,False,False
2024-02-12 03:22:04,Truck_2,-79.279,69.568,283,27.7,52.4,Heavy,16,280,8,96.0,297,1,2,0,3,0,0,0.42857142857142855,False,False,True,False
2024-02-12 06:23:27,Truck_7,49.3929,-47.5805,369,26.3,52.1,Detour,48,104,7,66.7,220,0,2,0,6,0,0,0.6363636363636364,True,False,False,False
2024-02-13 05:24:13,Truck_2,-74.3396,-150.6339,111,22.7,75.6,Clear,47,207,4,60.4,131,1,2,1,5,0,0,0.4666666666666667,False,False,False,False
2024-02-13 19:17:18,Truck_1,-60.2782,-7.5464,355,22.5,74.0,Clear,20,321,3,90.6,252,1,2,1,19,0,0,0.6,False,False,False,True
2024-02-14 00:45:03,Truck_10,-44.6254,44.0876,171,22.6,69.9,Detour,26,104,2,88.1,132,1,2,2,0,0,0,0.5,False,False,False,True
2024-02-14 07:54:59,Truck_7,-21.5329,-145.2581,258,19.9,51.9,Heavy,54,237,10,92.7,271,1,2,2,7,0,0,0.5833333333333334,False,False,False,False
2024-02-14 12:20:37,Truck_6,6.3666,136.0794,234,27.3,70.1,Detour,45,416,8,86.9,165,0,2,2,12,0,0,0.6363636363636364,True,False,False,False
2024-02-14 21:28:31,Truck_2,-68.4651,179.4433,182,20.3,59.8,Detour,30,288,7,83.3,107,1,2,2,21,0,0,0.5,False,False,False,False
2024-02-15 12:50:05,Truck_6,21.6362,35.7292,224,28.3,69.0,Clear,20,445,6,60.1,259,1,2,3,12,0,0,0.5833333333333334,False,False,False,False
2024-02-15 19:39:56,Truck_4,-43.0411,-154.0658,457,18.7,52.7,Clear,52,366,4,93.1,275,0,2,3,19,0,0,0.7272727272727273,False,True,False,False
2024-02-15 22:41:00,Truck_7,87.965,-109.0684,299,20.5,75.2,Clear,21,148,6,67.5,150,0,2,3,22,0,0,0.6153846153846154,False,True,False,False
2024-02-17 07:36:46,Truck_6,-36.4299,58.0595,238,23.8,79.4,Detour,33,416,5,88.2,102,1,2,5,7,1,0,0.6153846153846154,False,False,False,True
2024-02-17 16:11:22,Truck_6,-53.3015,11.4861,432,28.0,65.2,Heavy,35,499,8,97.4,110,1,2,5,16,1,0,0.6428571428571429,False,True,False,True
2024-02-17 20:09:25,Truck_2,-59.6899,143.0428,364,18.8,68.2,Detour,41,373,1,88.7,215,1,2,5,20,1,0,0.5294117647058824,False,False,False,True
2024-02-17 21:06:05,Truck_4,-51.9233,-57.5858,220,29.4,52.4,Clear,18,468,9,63.1,137,1,2,5,21,1,0,0.6666666666666666,False,False,False,False
2024-02-17 21:14:42,Truck_8,-65.526,-3.0202,154,21.5,74.2,Detour,38,215,3,84.4,114,0,2,5,21,1,0,0.5,False,True,False,True
2024-02-18 14:10:22,Truck_8,-81.6677,-40.8327,313,20.5,79.3,Detour,49,229,7,98.5,126,1,2,6,14,1,0,0.42857142857142855,False,False,False,False
2024-02-19 23:24:03,Truck_2,-74.9003,146.0765,276,29.2,77.1,Clear,39,483,7,71.5,157,0,2,0,23,0,0,0.5555555555555556,False,True,False,False
2024-02-20 08:11:14,Truck_8,-17.2355,-130.6915,179,28.5,51.0,Detour,12,354,3,92.8,225,0,2,1,8,0,0,0.5,False,True,False,True
2024-02-20 17:37:42,Truck_6,-35.4951,105.3877,385,26.1,68.3,Clear,38,114,6,64.6,190,0,2,1,17,0,0,0.6666666666666666,True,False,False,True
2024-02-20 20:52:03,Truck_4,-68.7937,-164.3866,447,21.1,75.6,Heavy,51,315,1,64.7,186,1,2,1,20,0,0,0.6923076923076923,True,False,False,False
2024-02-21 02:51:08,Truck_4,3.6602,107.779,464,20.8,50.1,Heavy,16,441,7,91.1,240,1,2,2,2,0,0,0.7142857142857143,False,True,False,False
2024-02-21 22:00:35,Truck_8,-33.1628,143.557,410,27.5,58.5,Detour,21,439,9,72.4,182,0,2,2,22,0,0,0.4444444444444444,True,False,False,False
2024-02-21 23:20:41,Truck_6,-23.1011,-54.5176,186,24.0,67.3,Detour,44,352,9,85.7,262,1,2,2,23,0,0,0.625,False,False,False,False
2024-02-22 18:02:00,Truck_10,4.8619,61.4224,350,25.3,71.2,Detour,19,177,1,67.0,209,0,2,3,18,0,0,0.5294117647058824,True,False,False,False
2024-02-22 20:07:47,Truck_1,18.761,139.9566,154,26.8,56.0,Clear,13,413,8,73.8,220,1,2,3,20,0,0,0.625,False,False,True,False
2024-02-23 09:29:19,Truck_3,87.5079,-125.5319,290,20.5,51.4,Clear,22,170,4,74.7,147,0,2,4,9,0,0,0.5,False,True,False,False
2024-02-23 18:39:32,Truck_4,76.3946,105.7941,206,21.9,68.6,Heavy,42,100,7,63.3,116,1,2,4,18,0,0,0.7333333333333333,False,False,True,False
2024-02-23 18:40:35,Truck_1,-53.2492,-17.118,352,26.6,70.3,Detour,12,260,7,77.4,267,0,2,4,18,0,0,0.6470588235294118,True,False,True,False
2024-02-24 07:23:53,Truck_4,28.627,162.8857,282,18.4,68.8,Heavy,16,281,4,78.8,285,1,2,5,7,1,0,0.75,True,False,False,False
2024-02-24 08:11:09,Truck_3,10.9354,-27.3551,184,19.2,55.3,Heavy,14,450,3,86.7,247,1,2,5,8,1,0,0.46153846153846156,True,False,False,False
2024-02-24 23:02:05,Truck_4,-23.4709,54.5265,458,23.3,58.6,Heavy,43,372,10,92.9,262,1,2,5,23,1,0,0.7647058823529411,False,False,False,False
2024-02-26 03:25:37,Truck_2,-77.7986,-155.4098,497,21.8,71.3,Heavy,22,424,2,79.8,168,1,2,0,3,0,0,0.5263157894736842,False,False,False,True
2024-02-27 01:39:05,Truck_5,13.7939,25.2973,472,22.7,53.0,Heavy,30,389,6,86.8,232,1,2,1,1,0,0,0.38461538461538464,False,True,False,True
2024-02-27 01:51:59,Truck_8,41.375,77.2949,280,25.5,74.2,Clear,46,447,2,65.3,236,0,2,1,1,0,0,0.4,False,True,True,False
2024-02-27 05:17:36,Truck_1,-76.8771,94.6166,260,22.8,71.7,Heavy,44,393,5,94.1,154,1,2,1,5,0,0,0.6111111111111112,False,False,False,False
2024-02-27 15:58:37,Truck_1,63.9549,-128.7581,444,20.8,63.9,Heavy,38,203,1,73.7,201,1,2,1,15,0,0,0.631578947368421,False,True,False,True
2024-02-27 17:30:37,Truck_9,-1.4258,112.8174,146,24.2,72.4,Clear,22,321,9,88.2,190,1,2,1,17,0,0,0.38461538461538464,False,False,False,False
2024-02-27 21:45:48,Truck_10,-4.8643,75.4304,168,23.2,71.5,Clear,23,292,3,98.8,102,1,2,1,21,0,0,0.5,False,False,True,False
2024-02-27 21:46:02,Truck_1,80.4177,-39.9632,445,20.6,68.2,Clear,41,418,9,93.6,184,1,2,1,21,0,0,0.65,False,False,False,False
2024-02-28 00:53:35,Truck_6,-86.177,112.1068,118,25.1,59.5,Clear,36,200,1,80.6,239,0,2,2,0,0,0,0.6470588235294118,False,True,False,False
2024-02-28 11:48:48,Truck_7,-36.4104,-4.335,389,27.2,59.8,Heavy,20,129,8,80.8,164,1,2,2,11,0,0,0.5714285714285714,False,True,True,False
2024-02-28 12:30:38,Truck_3,-80.4289,177.558,488,24.9,79.2,Heavy,52,290,10,82.5,248,1,2,2,12,0,0,0.5,True,False,True,False
2024-02-28 18:13:16,Truck_1,-16.8576,-8.0033,242,23.7,56.0,Detour,41,190,5,61.8,265,0,2,2,18,0,0,0.6666666666666666,False,True,True,False
